CHR Start End Gene TenThousandStart TenThousandEnd
1 152943142 152945050 SPRR4 152933142 152955050
1 152956557 152958289 SPRR1A 152946557 152968289
1 152974223 152976332 SPRR3 152964223 152986332
1 65713902 65881552 DNAJC6 65703902 65891552
1 153003678 153005376 SPRR1B 152993678 153015376
1 153012201 153014407 SPRR2D 153002201 153024407
1 153028589 153030013 SPRR2A 153018589 153040013
1 225589204 225616627 LBR 225579204 225626627
1 153042700 153113927 SPRR2B 153032700 153123927
1 153065611 153078660 SPRR2E 153055611 153088660
1 2439972 2458039 PANK4 2429972 2468039
1 153084590 153085991 SPRR2F 153074590 153095991
1 153122058 153123345 SPRR2G 153112058 153133345
1 27113963 27124889 PIGV 27103963 27134889
1 225674537 225840844 ENAH 225664537 225850844
1 153232176 153234598 LOR 153222176 153244598
1 65886248 66107242 LEPR 65876248 66117242
1 27153201 27184093 ZDHHC18 27143201 27194093
1 153270338 153283194 PGLYRP3 153260338 153293194
1 2460184 2461684 HES5 2450184 2471684
1 153302596 153321316 PGLYRP4 153292596 153331316
1 2487078 2496821 TNFRSF14 2477078 2506821
1 225965531 225978168 SRP9 225955531 225988168
1 65886270 65901690 LEPROT 65876270 65911690
1 225997794 226033260 EPHX1 225987794 226043260
1 153330330 153333503 S100A9 153320330 153343503
1 153346184 153348125 S100A12 153336184 153358125
1 153362508 153363664 S100A8 153352508 153373664
1 226033237 226070069 TMEM63A 226023237 226080069
1 153389000 153395701 S100A7A 153379000 153405701
1 27189633 27190947 SFN 27179633 27200947
1 66258197 66840259 PDE4B 66248197 66850259
1 27202624 27216788 GPN2 27192624 27226788
1 153409534 153412425 S100A7L2 153399534 153422425
1 153430220 153433177 S100A7 153420220 153443177
1 27216979 27226957 GPATCH3 27206979 27236957
1 153507075 153508720 S100A6 153497075 153518720
1 153509623 153514241 S100A5 153499623 153524241
1 27226729 27273353 NUDC 27216729 27283353
1 226073982 226099082 LEFTY1 226063982 226109082
1 226074396 226111978 RP4-559A3.7 226064396 226121978
1 153516089 153522612 S100A4 153506089 153532612
1 226107578 226111978 PYCR2 226097578 226121978
1 153519805 153521848 S100A3 153509805 153531848
1 27237980 27240457 NR0B2 27227980 27250457
1 27320198 27327389 TRNP1 27310198 27337389
1 226124298 226129189 LEFTY2 226114298 226139189
1 153533584 153540366 S100A2 153523584 153550366
1 2517930 2522908 FAM213B 2507930 2532908
1 66999066 67213982 SGIP1 66989066 67223982
1 27425306 27493472 SLC9A1 27415306 27503472
1 153579362 153585621 S100A16 153569362 153595621
1 226249552 226259702 H3F3A 226239552 226269702
1 153586731 153589462 S100A14 153576731 153599462
1 2522078 2564481 MMEL1 2512078 2574481
1 226332380 226374431 ACBD3 226322380 226384431
1 153591263 153606568 S100A13 153581263 153616568
1 226411319 226414755 MIXL1 226401319 226424755
1 67263424 67266939 INSL5 67253424 67276939
1 153600402 153604513 S100A1 153590402 153614513
1 226418850 226497570 LIN9 226408850 226507570
1 67278568 67390570 WDR78 67268568 67400570
1 153606525 153618782 CHTOP 153596525 153628782
1 226548392 226595780 PARP1 226538392 226605780
1 27561007 27635110 WDTC1 27551007 27645110
1 2567415 2718286 TTC34 2557415 2728286
1 153631130 153634306 SNAPIN 153621130 153644306
1 2938046 2939465 ACTRT2 2928046 2949465
1 226736501 226796915 C1orf95 226726501 226806915
1 2985732 3355185 PRDM16 2975732 3365185
1 226819391 226927024 ITPKB 226809391 226937024
1 153634512 153643524 ILF2 153624512 153653524
1 27648651 27662891 TMEM222 27638651 27672891
1 227057885 227083806 PSEN2 227047885 227093806
1 67390578 67454302 MIER1 67380578 67464302
1 227085237 227175246 ADCK3 227075237 227185246
1 27668513 27680421 SYTL1 27658513 27690421
1 3370990 3397677 ARHGEF16 3360990 3407677
1 67465015 67519782 SLC35D1 67455015 67529782
1 153651113 153666468 NPR1 153641113 153676468
1 3406484 3528059 MEGF6 3396484 3538059
1 67632083 67725662 IL23R 67622083 67735662
1 27681675 27693383 MAP3K6 27671675 27703383
1 3541566 3546691 TPRG1L 3531566 3556691
1 3547331 3569325 WRAP73 3537331 3579325
1 27695603 27701315 FCN3 27685603 27711315
1 67773047 67862583 IL12RB2 67763047 67872583
1 153700543 153746555 INTS3 153690543 153756555
1 27705666 27709870 CD164L2 27695666 27719870
1 227177566 227506175 CDC42BPA 227167566 227516175
1 27719148 27722318 GPR3 27709148 27732318
1 27730730 27816669 WASF2 27720730 27826669
1 67873493 67896098 SERBP1 67863493 67906098
1 68150744 68154021 GADD45A 68140744 68164021
1 68167149 68299150 GNG12 68157149 68309150
1 68511645 68517314 DIRAS3 68501645 68527314
1 227751244 227865144 ZNF678 227741244 227875144
1 27860546 27930942 AHDC1 27850546 27940942
1 227916240 227968927 SNAP47 227906240 227978927
1 153746830 153752633 SLC27A3 153736830 153762633
1 3569084 3652765 TP73 3559084 3662765
1 227918126 227923112 JMJD4 227908126 227933112
1 27938575 27961788 FGR 27928575 27971788
1 68564142 68698803 WLS 68554142 68708803
1 228003394 228034171 PRSS38 227993394 228044171
1 228106357 228135599 WNT9A 228096357 228145599
1 153777201 153895451 GATAD2B 153767201 153905451
1 228194752 228248961 WNT3A 228184752 228258961
1 228270361 228286912 ARF1 228260361 228296912
1 27992572 27998729 IFI6 27982572 28008729
1 68894505 68915642 RPE65 68884505 68925642
1 153901977 153919172 DENND4B 153891977 153929172
1 228288427 228293112 C1orf35 228278427 228303112
1 68939835 68962904 DEPDC1 68929835 68972904
1 153920145 153931101 CRTC2 153910145 153941101
1 228294380 228297013 MRPL55 228284380 228307013
1 70034081 70617628 LRRC7 70024081 70627628
1 3689352 3692546 SMIM1 3679352 3702546
1 3696784 3713068 LRRC47 3686784 3723068
1 3728645 3773778 CEP104 3718645 3783778
1 70610488 70671303 LRRC40 70600488 70681303
1 28099694 28150963 STX12 28089694 28160963
1 70671365 70718735 SRSF11 70661365 70728735
1 228327663 228336685 GUK1 228317663 228346685
1 153931575 153940188 SLC39A1 153921575 153950188
1 28157289 28178187 PPP1R8 28147289 28188187
1 3773845 3801993 DFFB 3763845 3811993
1 70726271 70820417 ANKRD13C 70716271 70830417
1 70820488 70851022 HHLA3 70810488 70861022
1 28199055 28213196 THEMIS2 28189055 28223196
1 228337553 228347527 GJC2 228327553 228357527
1 228353516 228369958 IBA57 228343516 228379958
1 70876901 70905534 CTH 70866901 70915534
1 71318036 71513491 PTGER3 71308036 71523491
1 153940010 153946839 CREB3L4 153930010 153956839
1 71528974 71546980 ZRANB2 71518974 71556980
1 71861623 72748417 NEGR1 71851623 72758417
1 3805689 3816857 C1orf174 3795689 3826857
1 28218035 28241257 RPA2 28208035 28251257
1 4714792 4852594 AJAP1 4704792 4862594
1 74491699 74663871 LRRIQ3 74481699 74673871
1 228395831 228566577 OBSCN 228385831 228576577
1 28261504 28285668 SMPDL3B 28251504 28295668
1 5922871 6052533 NPHP4 5912871 6062533
1 153946745 153950164 JTB 153936745 153960164
1 74663896 74699770 FPGT 74653896 74709770
1 74663919 75009666 FPGT-TNNI3K 74653919 75019666
1 153954127 153958834 RAB13 153944127 153968834
1 74663947 75010112 TNNI3K 74653947 75020112
1 228581374 228594541 TRIM11 228571374 228604541
1 228595641 228604562 TRIM17 228585641 228614562
1 74935562 74978298 LRRC53 74925562 74988298
1 28285973 28294607 XKR8 28275973 28304607
1 228612546 228613026 HIST3H3 228602546 228623026
1 228645065 228645560 HIST3H2A 228635065 228655560
1 228645808 228646259 HIST3H2BB 228635808 228656259
1 228674762 228683467 RNF187 228664762 228693467
1 153963235 153964626 RPS27 153953235 153974626
1 228870824 228882416 RHOU 228860824 228892416
1 229385383 229387557 TMEM78 229375383 229397557
1 75171170 75199092 CRYZ 75161170 75209092
1 229406822 229441641 RAB4A 229396822 229451641
1 28296855 28415207 EYA3 28286855 28425207
1 229440129 229441248 SPHAR 229430129 229451248
1 229456758 229479041 CCSAP 229446758 229489041
1 75198836 75232362 TYW3 75188836 75242362
1 229566992 229569845 ACTA1 229556992 229579845
1 28473677 28520447 PTAFR 28463677 28530447
1 75594119 75627218 LHX8 75584119 75637218
1 28525967 28559536 DNAJC8 28515967 28569536
1 153965161 154127592 NUP210L 153955161 154137592
1 6051526 6161253 KCNAB2 6041526 6171253
1 229577045 229644103 NUP133 229567045 229654103
1 75667816 76076801 SLC44A5 75657816 76086801
1 28562620 28573417 ATPIF1 28552620 28583417
1 229652329 229694442 ABCB10 229642329 229704442
1 28586038 28609002 SESN2 28576038 28619002
1 229728858 229761794 TAF5L 229718858 229771794
1 229761981 229795946 URB2 229751981 229805946
1 28655513 28662476 MED18 28645513 28672476
1 76190036 76253260 ACADM 76180036 76263260
1 28696114 28826881 PHACTR4 28686114 28836881
1 230193536 230417870 GALNT2 230183536 230427870
1 230457392 230561475 PGBD5 230447392 230571475
1 230778235 230829728 COG2 230768235 230839728
1 6161853 6240183 CHD5 6151853 6250183
1 76251879 76260764 RABGGTB 76241879 76270764
1 230838269 230850043 AGT 230828269 230860043
1 230883130 230937749 CAPN9 230873130 230947749
1 230972865 231005335 C1orf198 230962865 231015335
1 76262567 76378923 MSH4 76252567 76388923
1 154127784 154167124 TPM3 154117784 154177124
1 76384558 76398116 ASB17 76374558 76408116
1 76540404 77100286 ST6GALNAC3 76530404 77110286
1 77333126 77531396 ST6GALNAC5 77323126 77541396
1 231041989 231114621 TTC13 231031989 231124621
1 77554675 77685115 PIGK 77544675 77695115
1 77747736 78025651 AK5 77737736 78035651
1 28832455 28865812 RCC1 28822455 28875812
1 231114727 231136341 ARV1 231104727 231146341
1 231297858 231357302 TRIM67 231287858 231367302
1 78028101 78149104 ZZZ3 78018101 78159104
1 6241329 6269449 RPL22 6231329 6279449
1 28879597 28905051 TRNAU1AP 28869597 28915051
1 6265535 6281359 RNF207 6255535 6291359
1 28915835 28969597 TAF12 28905835 28979597
1 28918712 28921955 RAB42 28908712 28931955
1 231376953 231413719 GNPAT 231366953 231423719
1 28995244 29045865 GMEB1 28985244 29055865
1 154179182 154193104 C1orf43 154169182 154203104
1 231468480 231473598 EXOC8 231458480 231483598
1 78161672 78225537 USP33 78151672 78235537
1 231472850 231490769 SPRTN 231462850 231500769
1 231499497 231560790 EGLN1 231489497 231570790
1 231664399 231954990 TSNAX-DISC1 231654399 231964990
1 29063133 29096287 YTHDF2 29053133 29106287
1 231664399 231702270 TSNAX 231654399 231712270
1 29138654 29190208 OPRD1 29128654 29200208
1 78245309 78344106 FAM73A 78235309 78354106
1 6281253 6296032 ICMT 6271253 6306032
1 6304252 6305638 HES3 6294252 6315638
1 6307406 6321035 GPR153 6297406 6331035
1 29213603 29446553 EPB41 29203603 29456553
1 78354198 78409580 NEXN 78344198 78419580
1 6324329 6454451 ACOT7 6314329 6464451
1 231762561 232177018 DISC1 231752561 232187018
1 78409740 78444794 FUBP1 78399740 78454794
1 29445940 29450447 TMEM200B 29435940 29460447
1 78444859 78483648 DNAJB4 78434859 78493648
1 29474255 29508499 SRSF4 29464255 29518499
1 78445226 78604133 GIPC2 78435226 78614133
1 154192655 154243986 UBAP2L 154182655 154253986
1 78769568 79005434 PTGFR 78759568 79015434
1 232533711 232697304 SIPA1L2 232523711 232707304
1 79085607 79111830 IFI44L 79075607 79121830
1 232940643 232946092 MAP10 232930643 232956092
1 29519385 29557454 MECR 29509385 29567454
1 233086351 233119628 NTPCR 233076351 233129628
1 79115481 79129763 IFI44 79105481 79139763
1 233119181 233431459 PCNXL2 233109181 233441459
1 79355449 79472403 ELTD1 79345449 79482403
1 6472478 6484730 HES2 6462478 6494730
1 6484848 6521430 ESPN 6474848 6531430
1 233463514 233520894 MLK4 233453514 233530894
1 233749750 233808258 KCNK1 233739750 233818258
1 234040679 234460262 SLC35F3 234030679 234470262
1 234509202 234519795 COA6 234499202 234529795
1 234527059 234614849 TARBP1 234517059 234624849
1 6521211 6526255 TNFRSF25 6511211 6536255
1 154244987 154248351 HAX1 154234987 154258351
1 234740015 234745271 IRF2BP2 234730015 234755271
1 235272651 235292251 TOMM20 235262651 235302251
1 235294498 235324772 RBM34 235284498 235334772
1 154293566 154297801 AQP10 154283566 154307801
1 29563028 29653325 PTPRU 29553028 29663325
1 235294949 235491534 ARID4B 235284949 235501534
1 81771845 82458120 LPHN2 81761845 82468120
1 154298029 154323783 ATP8B2 154288029 154333783
1 235490665 235507847 GGPS1 235480665 235517847
1 235530675 235612283 TBCE 235520675 235622283
1 235613238 235667781 B3GALNT2 235603238 235677781
1 84330711 84464833 TTLL7 84320711 84474833
1 154377669 154441926 IL6R 154367669 154451926
1 235710987 235814054 GNG4 235700987 235824054
1 31184124 31196434 MATN1 31174124 31206434
1 235824341 236046940 LYST 235814341 236056940
1 154442248 154474589 SHE 154432248 154484589
1 31205316 31230667 LAPTM5 31195316 31240667
1 31342314 31381608 SDC3 31332314 31391608
1 154474695 154520623 TDRD10 154464695 154530623
1 236139130 236228462 NID1 236129130 236238462
1 84543745 84704181 PRKACB 84533745 84714181
1 236305832 236385165 GPR137B 236295832 236395165
1 154521053 154531504 UBE2Q1 154511053 154541504
1 236378855 236445319 ERO1LB 236368855 236455319
1 84764049 84855640 SAMD13 84754049 84865640
1 31404353 31538838 PUM1 31394353 31548838
1 6526152 6580121 PLEKHG5 6516152 6590121
1 84864215 84880701 DNASE2B 84854215 84890701
1 236511562 236648214 EDARADD 236501562 236658214
1 84944942 84963473 RPF1 84934942 84973473
1 84964008 84972248 GNG5 84954008 84982248
1 154540257 154552502 CHRNB2 154530257 154562502
1 6581407 6614595 NOL9 6571407 6624595
1 85015289 85040163 CTBS 85005289 85050163
1 236681300 236716281 LGALS8 236671300 236726281
1 154554538 154600475 ADAR 154544538 154610475
1 85109390 85156486 SSX2IP 85099390 85166486
1 6615241 6639817 TAS1R1 6605241 6649817
1 236712305 236767804 HEATR1 236702305 236777804
1 6640061 6649340 ZBTB48 6630061 6659340
1 31652592 31712401 NKAIN1 31642592 31722401
1 85277285 85358896 LPAR3 85267285 85368896
1 31732417 31769662 SNRNP40 31722417 31779662
1 85391268 85462796 MCOLN2 85381268 85472796
1 154669931 154842756 KCNN3 154659931 154852756
1 236849754 236927931 ACTN2 236839754 236937931
1 85464830 85598821 WDR63 85454830 85608821
1 31769842 31837783 ZCCHC17 31759842 31847783
1 154897210 154909467 PMVK 154887210 154919467
1 6650784 6674667 KLHL21 6640784 6684667
1 85483765 85514182 MCOLN3 85473765 85524182
1 6673745 6684093 PHF13 6663745 6694093
1 236958610 237067281 MTR 236948610 237077281
1 6684926 6695646 THAP3 6674926 6705646
1 85622556 85666729 SYDE2 85612556 85676729
1 85731931 85742773 BCL10 85721931 85752773
1 31838472 31849697 FABP3 31828472 31859697
1 154916552 154928599 PBXIP1 154906552 154938599
1 237167403 237167718 MT1HL1 237157403 237177718
1 6694228 6761984 DNAJC11 6684228 6771984
1 85784164 86043933 DDAH1 85774164 86053933
1 31882412 31907525 SERINC2 31872412 31917525
1 86046444 86049645 CYR61 86036444 86059645
1 32042116 32053288 TINAGL1 32032116 32063288
1 86115106 86174116 ZNHIT6 86105106 86184116
1 154929502 154936329 PYGO2 154919502 154946329
1 237205505 237997288 RYR2 237195505 238007288
1 86194916 86622626 COL24A1 86184916 86632626
1 32083287 32098119 HCRTR1 32073287 32108119
1 6845384 7829766 CAMTA1 6835384 7839766
1 238045705 238054094 ZP4 238035705 238064094
1 32095463 32110497 PEF1 32085463 32120497
1 239549865 240078750 CHRM3 239539865 240088750
1 240177648 240638489 FMN2 240167648 240648489
1 240652873 240775449 GREM2 240642873 240785449
1 7831329 7841492 VAMP3 7821329 7851492
1 7844380 7905237 PER3 7834380 7915237
1 86814344 86862023 ODF2L 86804344 86872023
1 32117848 32169920 COL16A1 32107848 32179920
1 240931554 241520530 RGS7 240921554 241530530
1 241660903 241683061 FH 241650903 241693061
1 86889769 86922241 CLCA2 86879769 86932241
1 7903143 7913572 UTS2 7893143 7923572
1 86934051 86965972 CLCA1 86924051 86975972
1 241695434 241758944 KMO 241685434 241768944
1 7979907 8000926 TNFRSF9 7969907 8010926
1 87012761 87046437 CLCA4 87002761 87056437
1 8014351 8045565 PARK7 8004351 8055565
1 241753404 241840678 OPN3 241743404 241850678
1 87170259 87213867 SH3GLB1 87160259 87223867
1 241792155 241799232 CHML 241782155 241809232
1 154934774 154946871 SHC1 154924774 154956871
1 87328132 87380107 SEP15 87318132 87390107
1 241815580 241965435 WDR64 241805580 241975435
1 87380331 87602334 HS2ST1 87370331 87612334
1 87458692 87634884 RP5-1052I5.2 87448692 87644884
1 87794151 87814606 LMO4 87784151 87824606
1 242011269 242058450 EXO1 242001269 242068450
1 242158792 242162375 MAP1LC3C 242148792 242172375
1 8064464 8086368 ERRFI1 8054464 8096368
1 242246288 242687998 PLD5 242236288 242697998
1 89149905 89301938 PKN2 89139905 89311938
1 8377886 8404227 SLC45A1 8367886 8414227
1 8412457 8877702 RERE 8402457 8887702
1 89318615 89357627 GTF2B 89308615 89367627
1 243287730 243418650 CEP170 243277730 243428650
1 89401456 89458636 CCBL2 89391456 89468636
1 32192718 32230494 BAI2 32182718 32240494
1 154947129 154951725 CKS1B 154937129 154961725
1 89445139 89458643 RBMXL1 89435139 89468643
1 243419320 243663394 SDCCAG8 243409320 243673394
1 89472349 89488577 GBP3 89462349 89498577
1 8921061 8939308 ENO1 8911061 8949308
1 243651535 244014381 AKT3 243641535 244024381
1 154955814 154965587 FLAD1 154945814 154975587
1 89518002 89531043 GBP1 89508002 89541043
1 244214585 244220778 ZBTB18 244204585 244230778
1 89571815 89616139 GBP2 89561815 89626139
1 244571796 244615436 ADSS 244561796 244625436
1 89597434 89641723 GBP7 89587434 89651723
1 89646831 89664615 GBP4 89636831 89674615
1 244617679 244804479 C1orf101 244607679 244814479
1 154966062 154966791 LENEP 154956062 154976791
1 89724633 89738544 GBP5 89714633 89748544
1 154975127 154990998 ZBTB7B 154965127 155000998
1 244816237 244872335 DESI2 244806237 244882335
1 89829617 89852020 GBP6 89819617 89862020
1 244998624 245008359 COX20 244988624 245018359
1 32256023 32281652 SPOCD1 32246023 32291652
1 89990395 90063423 LRRC8B 89980395 90073423
1 90098631 90235462 LRRC8C 90088631 90245462
1 245014468 245027844 HNRNPU 245004468 245037844
1 154990996 155006257 DCST2 154980996 155016257
1 9005926 9035151 CA6 8995926 9045151
1 90286573 90402170 LRRC8D 90276573 90412170
1 9063359 9086404 SLC2A7 9053359 9096404
1 90460671 90501090 ZNF326 90450671 90511090
1 9095166 9148537 SLC2A5 9085166 9158537
1 245133007 245290466 EFCAB2 245123007 245300466
1 91177096 91182794 BARHL2 91167096 91192794
1 32372022 32410457 PTP4A2 32362022 32420457
1 91380859 91487829 ZNF644 91370859 91497829
1 245318287 245872733 KIF26B 245308287 245882733
1 155006300 155023406 DCST1 154996300 155033406
1 9160364 9189229 GPR157 9150364 9199229
1 245912642 246670614 SMYD3 245902642 246680614
1 9294834 9331396 H6PD 9284834 9341396
1 9352939 9429591 SPSB1 9342939 9439591
1 9599541 9645237 SLC25A33 9589541 9655237
1 246703862 246729626 TFB2M 246693862 246739626
